BPL,BPLD,CITIZEN,EDUC,EDUCD,CLASSWKR,CLASSWKRD,INCTOT
515,51500,2,11,114,2,28,"15600
"
515,51500,2,10,101,2,22,"120000
"
515,51500,2,7,71,0,0,"2000
"
465,46500,2,1,16,0,0,"9999999
"
260,26010,1,6,63,2,22,"3200
"
521,52100,2,6,63,0,0,"9500
"
521,52100,2,10,101,2,22,"140000
"
453,45300,1,8,81,2,22,"32000
"
300,30050,2,10,101,2,22,"57000
"
404,40400,2,10,101,2,22,"28800
"
300,30050,1,10,101,0,0,"0
"
300,30050,1,2,26,0,0,"0
"
260,26060,2,6,64,0,0,"50100
"
260,26010,2,2,26,2,22,"16000
"
260,26010,2,2,26,2,22,"34000
"
210,21030,2,10,101,2,23,"64000
"
300,30015,2,5,50,2,22,"100000
"
300,30015,2,6,61,1,13,"0
"
300,30015,2,10,101,2,22,"7000
"
502,50200,2,6,63,0,0,"27500
"
521,52100,2,10,101,2,22,"55000
"
521,52100,2,10,101,2,22,"20000
"
542,54200,2,10,101,2,22,"73500
"
515,51500,2,10,101,2,22,"66000
"
515,51500,2,10,101,0,0,"0
"
502,50200,2,6,63,1,13,"22000
"
524,52400,2,5,50,0,0,"0
"
518,51800,2,11,115,2,22,"30000
"
453,45300,2,10,101,2,28,"37050
"
500,50000,2,11,116,0,0,"38000
"
500,50040,2,11,114,2,22,"215000
"
700,70020,2,10,101,1,13,"150000
"
300,30025,2,10,101,1,13,"52000
"
502,50200,2,11,115,1,14,"170000
"
250,25000,2,10,101,2,22,"52000
"
453,45300,2,6,63,0,0,"17400
"
453,45300,1,10,101,2,28,"1000
"
260,26010,2,8,81,1,14,"65000
"
260,26010,2,10,101,0,0,"10100
"
260,26010,2,2,25,2,22,"28400
"
200,20000,1,5,50,2,22,"7000
"
455,45500,2,8,81,2,22,"40000
"
500,50000,2,11,114,2,22,"180000
"
500,50000,2,11,114,2,22,"80000
"
438,43800,2,8,81,2,22,"265000
"
438,43800,2,6,63,2,22,"2900
"
433,43300,2,2,23,0,0,"14800
"
453,45300,1,6,63,2,22,"67000
"
521,52100,2,11,115,2,22,"170000
"
260,26010,2,7,71,2,22,"69000
"
260,26010,2,4,40,0,0,"10100
"
200,20000,2,6,63,2,22,"19000
"
521,52100,2,10,101,2,22,"145000
"
521,52100,2,10,101,0,0,"0
"
300,30020,2,10,101,2,23,"18000
"
300,30025,2,11,116,2,22,"100000
"
260,26060,2,10,101,2,22,"50000
"
260,26060,2,10,101,2,23,"92200
"
600,60054,1,11,114,1,14,"59700
"
500,50000,2,11,116,2,22,"160000
"
500,50000,2,8,81,0,0,"0
"
300,30005,2,6,65,2,23,"87000
"
540,54000,2,10,101,2,22,"94000
"
465,46500,2,11,114,2,22,"117800
"
465,46500,2,8,81,2,23,"47000
"
300,30030,2,6,65,2,27,"60000
"
260,26010,2,2,22,2,22,"44300
"
260,26010,2,2,25,2,22,"-1370
"
300,30065,2,11,114,2,27,"104000
"
300,30050,2,10,101,2,22,"0
"
200,20000,2,10,101,2,22,"68000
"
200,20000,2,6,63,0,0,"0
"
300,30030,2,7,71,2,22,"60000
"
438,43800,2,11,114,1,14,"40000
"
465,46510,2,11,114,2,22,"51200
"
465,46510,2,6,63,2,22,"0
"
515,51500,2,10,101,2,22,"21400
"
515,51500,2,6,63,2,25,"32000
"
515,51500,2,6,63,2,25,"30000
"
410,41000,2,7,71,2,22,"125000
"
600,60012,2,10,101,2,28,"39000
"
502,50200,2,11,114,0,0,"17500
"
502,50200,2,10,101,0,0,"9100
"
521,52100,2,6,63,0,0,"2000
"
521,52100,2,6,63,0,0,"2000
"
600,60056,2,7,71,2,22,"38100
"
502,50200,2,5,50,0,0,"7800
"
502,50200,2,2,26,0,0,"5500
"
300,30005,2,6,65,0,0,"93400
"
260,26010,2,6,63,2,22,"28000
"
260,26010,2,7,71,0,0,"0
"
210,21030,2,6,65,2,22,"25000
"
300,30025,2,10,101,2,22,"26000
"
300,30025,2,11,114,2,27,"63000
"
515,51500,2,10,101,2,22,"200000
"
502,50200,2,5,50,2,22,"2000
"
502,50200,2,2,22,0,0,"9999999
"
521,52100,2,6,63,0,0,"4300
"
521,52100,2,2,23,2,22,"54000
"
300,30030,2,4,40,0,0,"18100
"
541,54100,2,6,61,2,22,"1900
"
433,43300,2,6,64,0,0,"28550
"
433,43300,2,2,23,0,0,"11000
"
260,26020,2,7,71,2,22,"39000
"
260,26020,2,7,71,2,22,"7700
"
300,30065,2,11,114,2,22,"90000
"
600,60012,2,6,65,2,22,"51260
"
600,60012,1,10,101,2,23,"25000
"
600,60031,2,10,101,1,13,"17400
"
600,60031,2,10,101,2,22,"11700
"
600,60016,2,6,65,2,22,"39400
"
600,60064,2,6,63,2,23,"50000
"
160,16020,2,10,101,2,22,"98000
"
210,21070,2,10,101,0,0,"104500
"
300,30030,2,6,65,2,28,"0
"
434,43400,2,6,63,2,22,"75000
"
300,30050,2,6,65,2,22,"30000
"
455,45500,2,6,63,2,22,"55000
"
455,45500,2,6,63,2,22,"60000
"
500,50010,2,7,71,2,22,"36000
"
260,26020,2,6,63,2,22,"60000
"
260,26020,2,7,71,2,22,"62010
"
500,50000,2,11,116,2,22,"104000
"
453,45300,1,6,63,2,27,"45000
"
300,30025,2,6,61,2,22,"35000
"
425,42500,2,11,115,2,22,"626000
"
455,45500,2,6,63,2,25,"35000
"
455,45500,2,6,63,2,23,"42000
"
502,50200,2,10,101,2,22,"646000
"
300,30040,2,6,63,2,22,"26000
"
300,30040,2,6,63,2,28,"60000
"
260,26030,2,1,17,2,27,"9600
"
260,26010,2,8,81,2,28,"69000
"
260,26010,2,8,81,2,22,"56000
"
521,52100,2,7,71,1,14,"28000
"
260,26010,2,6,63,2,22,"21200
"
260,26010,1,6,63,2,22,"1000
"
260,26010,1,2,23,0,0,"9999999
"
410,41000,2,6,65,2,22,"105000
"
434,43400,2,6,63,0,0,"9000
"
600,60014,2,10,101,2,28,"15000
"
535,53500,2,6,61,2,22,"87000
"
465,46540,2,10,101,2,22,"35000
"
455,45500,1,5,50,2,22,"10000
"
433,43330,2,10,101,2,22,"75000
"
500,50000,2,11,114,2,22,"130000
"
210,21050,2,0,2,1,13,"30000
"
600,60012,2,6,63,0,0,"0
"
600,60012,2,6,63,0,0,"11000
"
300,30025,2,2,23,0,0,"22300
"
500,50000,2,10,101,0,0,"10000
"
465,46500,2,11,114,1,13,"200000
"
465,46500,2,10,101,0,0,"0
"
465,46500,2,4,40,0,0,"1500
"
465,46500,2,2,23,0,0,"9999999
"
260,26044,2,6,63,1,14,"30000
"
260,26044,2,10,101,2,22,"80000
"
260,26044,2,5,50,0,0,"5700
"
500,50040,2,10,101,2,27,"9500
"
521,52100,2,6,63,2,22,"55000
"
521,52100,2,11,114,2,22,"84000
"
405,40500,2,11,114,2,22,"170000
"
521,52100,2,10,101,2,27,"145000
"
454,45400,2,6,65,2,22,"44200
"
455,45500,2,7,71,0,0,"38000
"
455,45500,2,6,63,0,0,"18400
"
465,46590,2,11,116,2,22,"120000
"
465,46590,2,11,114,2,22,"85000
"
534,53400,2,7,71,2,22,"28600
"
260,26020,2,10,101,2,22,"50000
"
260,26020,2,10,101,0,0,"19500
"
454,45400,2,11,116,2,27,"180000
"
500,50000,2,11,114,2,27,"4000
"
521,52100,2,6,63,1,14,"12500
"
521,52100,2,10,101,2,25,"55000
"
521,52100,2,10,101,2,22,"40000
"
600,60012,2,10,101,2,27,"50000
"
600,60031,2,6,63,2,22,"60000
"
434,43400,1,1,11,0,0,"9999999
"
465,46530,2,10,101,2,22,"16000
"
521,52100,2,10,101,0,0,"6000
"
521,52100,2,10,101,0,0,"21100
"
436,43600,2,6,63,0,0,"0
"
436,43600,2,6,63,2,22,"19200
"
537,53700,2,11,114,2,23,"75000
"
502,50200,2,10,101,2,22,"55000
"
521,52100,2,11,114,2,22,"180000
"
521,52100,2,10,101,0,0,"0
"
521,52100,2,2,25,0,0,"9999999
"
200,20000,2,6,65,2,22,"54000
"
200,20000,2,7,71,2,22,"15000
"
300,30030,2,6,63,2,22,"56000
"
300,30025,2,10,101,2,22,"36000
"
502,50200,2,10,101,1,14,"153500
"
521,52100,2,10,101,2,22,"64600
"
300,30025,2,11,115,2,22,"59000
"
300,30025,2,6,63,2,22,"42000
"
300,30050,2,5,50,2,22,"2000
"
300,30050,2,10,101,0,0,"21400
"
300,30050,2,6,63,2,22,"50000
"
500,50010,2,7,71,2,25,"70200
"
404,40400,2,6,65,0,0,"33200
"
500,50000,2,11,116,2,22,"190000
"
500,50000,2,11,114,2,22,"191000
"
500,50000,2,11,114,2,27,"97600
"
537,53700,2,10,101,0,0,"0
"
600,60045,2,10,101,2,22,"50000
"
260,26020,2,7,71,0,0,"12000
"
521,52100,2,6,63,2,22,"42000
"
521,52100,2,6,63,2,22,"19000
"
600,60064,2,10,101,1,13,"7700
"
465,46541,2,10,101,2,22,"130000
"
465,46530,2,10,101,2,22,"300000
"
260,26010,2,6,64,2,23,"40200
"
210,21040,2,0,2,2,22,"110000
"
502,50200,2,10,101,0,0,"13820
"
501,50100,2,6,63,0,0,"6500
"
521,52100,2,11,114,1,13,"69000
"
260,26010,2,6,61,0,0,"0
"
260,26010,2,2,25,0,0,"9999999
"
260,26010,2,1,14,0,0,"9999999
"
260,26010,2,0,1,0,0,"9999999
"
521,52100,2,11,114,2,22,"122200
"
521,52100,2,10,101,2,22,"40600
"
518,51800,2,11,116,2,22,"140000
"
436,43600,2,6,63,2,22,"90000
"
436,43600,2,6,63,0,0,"0
"
300,30030,2,6,63,2,22,"11100
"
300,30050,2,10,101,0,0,"0
"
511,51100,2,10,101,2,22,"150000
"
453,45300,2,6,61,0,0,"23340
"
500,50000,2,11,116,2,22,"200000
"
500,50000,2,11,114,2,22,"68000
"
521,52100,2,11,115,2,22,"130000
"
521,52100,2,8,81,2,22,"60000
"
521,52100,1,11,114,2,22,"100000
"
521,52100,2,11,114,2,22,"82200
"
524,52400,2,11,114,2,22,"86000
"
524,52400,2,6,64,2,22,"24000
"
524,52400,1,5,50,2,22,"3000
"
465,46590,2,11,114,2,22,"67000
"
521,52130,2,2,26,0,0,"4800
"
521,52130,2,10,101,0,0,"4800
"
502,50200,2,7,71,2,22,"20000
"
410,41000,1,6,65,2,22,"180000
"
521,52100,2,11,114,0,0,"21600
"
500,50040,1,11,114,0,0,"0
"
600,60031,2,6,65,2,22,"73000
"
426,42600,2,6,65,2,22,"39000
"
521,52140,2,7,71,2,22,"24000
"
521,52100,2,5,50,2,22,"0
"
532,53200,2,10,101,2,22,"90000
"
434,43400,2,6,61,0,0,"96000
"
453,45300,2,10,101,1,14,"200700
"
453,45300,2,8,81,2,22,"19900
"
300,30030,2,7,71,2,22,"80000
"
300,30025,2,6,63,2,22,"28400
"
300,30025,2,6,63,2,22,"50000
"
455,45500,2,0,2,2,22,"43000
"
455,45500,2,0,2,2,22,"35000
"
455,45500,2,6,64,2,22,"25000
"
534,53400,2,10,101,2,27,"78000
"
521,52100,2,7,71,2,22,"5600
"
521,52100,2,2,23,2,22,"35900
"
521,52100,2,11,115,0,0,"0
"
521,52100,2,11,115,0,0,"0
"
300,30005,2,10,101,2,22,"93000
"
600,60012,2,10,101,2,25,"63000
"
200,20000,1,6,63,2,22,"37000
"
500,50000,2,11,116,2,22,"118000
"
500,50010,2,11,114,2,22,"43000
"
434,43400,2,10,101,1,14,"180000
"
438,43800,2,11,114,0,0,"10800
"
300,30040,2,7,71,0,0,"30000
"
300,30040,2,7,71,0,0,"28800
"
300,30025,2,6,63,0,0,"11700
"
300,30030,2,6,65,0,0,"9000
"
300,30030,2,10,101,2,22,"124100
"
300,30025,2,10,101,2,22,"0
"
453,45300,2,6,64,2,22,"33000
"
433,43300,2,2,23,2,22,"16000
"
300,30025,2,7,71,2,22,"52000
"
260,26020,1,11,114,2,27,"92000
"
260,26020,2,6,63,2,22,"16000
"
260,26020,1,10,101,2,22,"1200
"
260,26020,1,3,30,0,0,"0
"
260,26020,2,6,63,0,0,"6000
"
210,21070,2,7,71,2,22,"27700
"
300,30025,2,6,63,2,22,"12000
"
521,52100,2,7,71,0,0,"0
"
521,52100,2,11,114,2,22,"95000
"
250,25000,2,6,64,1,14,"60000
"
600,60012,2,7,71,1,13,"71000
"
300,30050,2,7,71,2,22,"99000
"
300,30050,2,6,65,0,0,"0
"
300,30050,1,1,12,0,0,"9999999
"
300,30050,2,4,40,2,22,"2000
"
434,43400,2,10,101,2,23,"92000
"
500,50000,2,11,114,2,22,"113000
"
500,50000,2,11,116,2,22,"168500
"
433,43330,2,6,63,2,22,"36000
"
521,52100,2,10,101,0,0,"35100
"
521,52140,2,10,101,1,14,"88000
"
521,52140,2,10,101,2,22,"12000
"
515,51500,2,10,101,2,22,"60000
"
456,45600,2,11,114,0,0,"50300
"
300,30050,2,6,63,2,22,"10000
"
200,20000,2,6,63,2,22,"20500
"
600,60012,2,11,114,0,0,"2300
"
600,60012,2,10,101,2,22,"66000
"
250,25000,2,6,63,0,0,"0
"
433,43330,2,6,65,0,0,"8000
"
521,52100,2,11,114,2,27,"133100
"
521,52100,2,10,101,2,22,"0
"
515,51500,2,8,81,2,22,"50000
"
300,30050,2,6,63,2,22,"38900
"
300,30050,2,6,63,2,22,"12900
"
456,45600,2,11,114,2,22,"0
"
300,30015,2,6,63,2,22,"71300
"
455,45500,2,8,81,2,22,"40360
"
455,45500,2,0,2,2,22,"109600
"
210,21050,2,7,71,1,13,"150000
"
600,60094,2,10,101,2,22,"100000
"
260,26030,2,11,114,1,14,"60000
"
465,46500,2,7,71,2,22,"42800
"
436,43600,2,11,114,2,22,"115000
"
260,26010,1,6,61,0,0,"0
"
260,26010,1,4,40,0,0,"0
"
515,51500,2,10,101,2,22,"12800
"
502,50200,2,6,63,1,13,"0
"
502,50200,1,10,101,2,22,"12800
"
500,50000,2,11,114,2,22,"69000
"
515,51500,2,10,101,2,22,"126200
"
515,51500,2,8,81,2,22,"61000
"
150,15000,1,11,115,1,13,"6400
"
260,26044,2,7,71,2,22,"22600
"
455,45500,2,6,63,0,0,"10000
"
455,45500,2,6,63,0,0,"6200
"
600,60027,2,6,63,0,0,"24900
"
518,51800,2,6,61,2,22,"11000
"
518,51800,2,6,61,2,22,"11000
"
518,51800,2,2,25,0,0,"9999999
"
465,46544,2,8,81,0,0,"50400
"
465,46544,2,11,114,0,0,"17000
"
502,50200,2,11,115,2,22,"237000
"
452,45212,2,10,101,2,22,"47400
"
300,30025,2,6,64,1,14,"35550
"
300,30025,2,7,71,0,0,"20600
"
434,43400,2,6,63,0,0,"31200
"
210,21030,2,6,63,0,0,"48000
"
210,21030,2,6,63,2,22,"30000
"
200,20000,2,10,101,2,22,"136000
"
200,20000,2,7,71,2,22,"125000
"
465,46500,2,10,101,2,25,"82000
"
300,30030,2,6,63,2,22,"80000
"
300,30030,2,6,63,2,22,"0
"
300,30030,2,6,63,2,22,"10000
"
518,51800,2,6,64,1,13,"30000
"
518,51800,2,0,2,1,13,"15000
"
434,43400,2,2,23,0,0,"0
"
515,51500,2,10,101,2,22,"60000
"
515,51500,2,11,114,2,25,"106000
"
500,50000,2,6,63,0,0,"53500
"
500,50000,2,10,101,0,0,"53700
"
260,26060,2,6,63,0,0,"10300
"
521,52100,2,10,101,1,13,"34000
"
521,52100,2,4,40,2,22,"12000
"
300,30065,2,11,116,1,14,"130000
"
210,21070,2,11,115,2,22,"170000
"
300,30040,2,10,101,2,28,"7300
"
300,30040,2,10,101,2,22,"92000
"
521,52100,2,10,101,1,13,"14000
"
521,52100,2,10,101,2,22,"400
"
521,52100,2,7,71,2,22,"4500
"
500,50000,2,11,116,2,22,"125000
"
500,50000,2,11,114,2,22,"0
"
515,51500,2,8,81,2,27,"32200
"
515,51500,2,8,81,2,22,"34900
"
515,51500,2,7,71,2,28,"29400
"
300,30025,2,11,114,2,22,"50000
"
300,30025,2,6,61,2,22,"22000
"
300,30030,2,7,71,2,22,"1400
"
300,30030,2,10,101,2,22,"60000
"
300,30030,2,6,64,2,22,"4730
"
453,45300,2,11,116,0,0,"96480
"
453,45300,2,10,101,2,22,"67000
"
600,60031,2,11,116,2,27,"102600
"
200,20000,1,6,63,0,0,"0
"
500,50040,2,11,115,2,23,"21000
"
260,26010,2,2,26,2,22,"24000
"
260,26030,1,7,71,0,0,"38000
"
434,43400,2,11,114,2,22,"666000
"
300,30030,2,7,71,2,22,"3000
"
453,45300,2,11,114,2,22,"45000
"
426,42600,2,11,114,2,22,"130000
"
426,42600,2,7,71,1,13,"0
"
500,50000,1,11,115,0,0,"48000
"
500,50000,1,11,115,0,0,"9100
"
260,26060,2,0,2,0,0,"9900
"
260,26010,2,2,26,0,0,"17100
"
465,46510,2,10,101,1,14,"40000
"
521,52100,2,10,101,2,22,"100200
"
521,52100,2,3,30,2,22,"11800
"
300,30030,2,6,63,2,22,"128200
"
260,26010,2,7,71,1,14,"50000
"
260,26010,2,6,65,2,27,"66000
"
515,51500,2,10,101,2,22,"141000
"
515,51500,2,8,81,0,0,"10000
"
260,26010,2,3,30,2,22,"13000
"
300,30030,2,6,63,2,22,"25000
"
300,30030,2,7,71,2,22,"4000
"
465,46500,2,11,114,0,0,"30100
"
502,50200,2,6,63,2,22,"34000
"
436,43600,2,10,101,2,22,"120000
"
260,26060,2,6,63,1,14,"22200
"
260,26054,2,11,114,1,14,"95850
"
260,26054,2,6,63,2,22,"20000
"
502,50200,2,2,23,1,14,"16000
"
436,43600,2,0,2,0,0,"18400
"
502,50200,1,11,114,2,27,"60000
"
455,45500,2,6,64,2,22,"20800
"
200,20000,2,6,63,2,22,"18200
"
200,20000,2,6,63,2,22,"800
"
434,43400,2,7,71,1,14,"375000
"
300,30025,2,10,101,2,22,"48000
"
300,30030,2,11,114,2,22,"255000
"
300,30030,2,11,114,1,13,"17300
"
515,51500,2,10,101,0,0,"1300
"
260,26020,2,6,63,2,22,"28000
"
260,26020,2,6,63,0,0,"5200
"
260,26010,2,6,63,2,22,"55000
"
260,26010,2,6,63,2,22,"1500
"
300,30015,2,5,50,0,0,"6000
"
300,30015,2,6,63,2,22,"30000
"
414,41400,2,6,65,2,22,"38500
"
200,20000,2,2,23,0,0,"0
"
200,20000,2,2,23,0,0,"8600
"
200,20000,2,6,63,2,22,"14200
"
200,20000,2,6,65,0,0,"29500
"
456,45600,2,11,114,2,22,"7200
"
456,45600,2,11,114,2,22,"136000
"
534,53400,2,10,101,1,14,"726000
"
534,53400,2,8,81,1,14,"209500
"
521,52100,2,10,101,1,14,"97000
"
521,52100,2,10,101,1,14,"60000
"
210,21040,2,6,63,2,22,"25000
"
541,54100,1,6,63,0,0,"18000
"
200,20000,2,8,81,2,22,"52000
"
600,60027,2,6,61,2,22,"20000
"
300,30050,2,6,63,2,22,"33000
"
200,20000,2,4,40,2,22,"5000
"
515,51500,2,10,101,2,22,"91560
"
500,50000,2,8,81,2,22,"47000
"
260,26010,1,5,50,0,0,"9100
"
434,43400,2,7,71,2,27,"92000
"
434,43400,2,6,63,2,28,"81000
"
436,43610,2,10,101,0,0,"37800
"
501,50100,1,10,101,2,22,"70000
"
465,46500,2,6,65,2,25,"35000
"
515,51500,1,11,114,2,23,"50000
"
453,45300,2,10,101,2,22,"436100
"
600,60023,2,6,63,0,0,"8900
"
600,60023,2,6,63,0,0,"7200
"
502,50200,2,2,22,0,0,"9999999
"
300,30030,2,6,61,0,0,"8200
"
300,30030,2,6,63,2,22,"21000
"
434,43400,2,10,101,2,28,"95000
"
300,30030,2,7,71,0,0,"8900
"
502,50200,2,10,101,2,22,"75000
"
434,43400,2,10,101,2,22,"40000
"
453,45300,2,10,101,2,23,"42500
"
150,15000,2,8,81,2,28,"33000
"
200,20000,2,2,26,1,13,"25000
"
200,20000,2,6,63,2,22,"21000
"
200,20000,1,0,1,0,0,"9999999
"
260,26010,2,8,81,2,22,"71000
"
600,60012,2,10,101,1,14,"16000
"
300,30030,2,7,71,2,22,"18000
"
500,50000,2,11,116,2,22,"300000
"
300,30060,2,6,61,2,22,"50000
"
413,41300,2,10,101,1,13,"105600
"
413,41300,2,6,63,2,28,"28400
"
542,54200,2,10,101,2,23,"136000
"
453,45300,1,7,71,2,22,"54000
"
600,60023,2,6,63,2,22,"60000
"
250,25000,2,6,63,2,22,"29700
"
260,26010,2,6,65,2,22,"75000
"
260,26030,2,10,101,2,25,"66040
"
260,26030,2,10,101,2,25,"274040
"
260,26020,2,8,81,2,22,"65000
"
300,30030,2,7,71,0,0,"13000
"
518,51800,2,6,63,2,22,"19000
"
518,51800,2,3,30,0,0,"0
"
502,50200,2,6,63,2,22,"8000
"
260,26020,2,7,71,2,22,"45000
"
426,42600,2,11,115,2,22,"12000
"
521,52100,2,10,101,2,22,"26800
"
521,52100,2,10,101,2,22,"12000
"
521,52100,2,10,101,2,22,"5600
"
521,52100,2,2,25,0,0,"67000
"
521,52100,2,2,23,0,0,"1500
"
521,52100,2,10,101,2,22,"45000
"
499,49900,2,6,63,0,0,"8300
"
515,51500,2,10,101,2,22,"100000
"
515,51500,2,10,101,2,22,"3000
"
502,50200,2,10,101,2,22,"215000
"
521,52100,2,11,114,2,22,"195000
"
521,52100,2,10,101,2,28,"90000
"
210,21030,2,6,65,2,22,"73000
"
260,26010,2,6,63,2,22,"10000
"
515,51500,2,10,101,2,22,"364000
"
515,51500,2,10,101,2,22,"80000
"
465,46510,2,11,114,0,0,"102300
"
453,45300,2,10,101,1,13,"102400
"
502,50200,2,6,63,0,0,"10300
"
600,60014,2,6,65,2,28,"58000
"
260,26020,2,6,63,2,27,"80000
"
421,42100,2,11,114,2,28,"50000
"
500,50040,2,6,63,2,22,"6000
"
457,45740,2,6,63,1,13,"55000
"
457,45740,2,6,63,2,22,"0
"
260,26010,2,6,61,2,22,"42900
"
300,30015,2,6,63,2,22,"20000
"
300,30065,2,10,101,1,13,"17300
"
300,30065,2,8,81,2,22,"14000
"
453,45300,1,10,101,2,22,"55000
"
500,50010,2,11,114,2,29,"69000
"
500,50010,2,10,101,2,22,"160000
"
521,52100,2,10,101,2,22,"100000
"
521,52100,2,10,101,2,22,"20000
"
260,26030,2,6,65,2,22,"150000
"
500,50000,2,6,65,2,25,"60000
"
436,43600,2,6,63,2,28,"50000
"
436,43600,2,1,17,0,0,"0
"
200,20000,2,6,63,2,22,"0
"
300,30015,2,11,114,2,22,"66000
"
300,30030,2,10,101,2,22,"80000
"
515,51500,2,10,101,2,22,"240000
"
515,51500,2,10,101,0,0,"5600
"
300,30010,2,10,101,2,22,"67500
"
300,30010,2,10,101,0,0,"10800
"
502,50200,2,10,101,2,22,"153000
"
502,50200,2,10,101,2,22,"10000
"
518,51800,2,2,23,0,0,"11100
"
210,21030,2,2,25,0,0,"0
"
515,51500,2,7,71,2,25,"73200
"
521,52130,2,10,101,2,22,"14400
"
500,50000,2,10,101,2,22,"293000
"
465,46542,2,10,101,2,22,"315000
"
521,52100,2,11,114,2,22,"190000
"
210,21020,2,7,71,2,28,"631000
"
260,26030,2,10,101,0,0,"0
"
600,60023,2,11,114,2,22,"99000
"
600,60023,2,10,101,2,22,"55000
"
521,52100,2,11,114,2,22,"92000
"
521,52100,2,10,101,2,28,"29500
"
260,26030,2,8,81,2,22,"24000
"
260,26010,2,11,114,2,27,"70000
"
260,26010,1,10,101,2,23,"46000
"
600,60023,2,6,63,2,22,"24000
"
515,51500,2,10,101,2,22,"100000
"
515,51500,2,10,101,2,22,"70000
"
515,51500,2,10,101,0,0,"8400
"
260,26010,2,6,63,2,22,"13300
"
500,50040,2,10,101,0,0,"20000
"
500,50040,2,11,114,2,22,"16000
"
453,45300,1,6,63,2,22,"36000
"
150,15000,2,8,81,2,22,"65000
"
200,20000,2,6,63,1,14,"24000
"
200,20000,2,6,65,2,23,"1800
"
455,45500,2,11,114,2,22,"220000
"
455,45500,2,11,114,2,22,"80000
"
300,30030,2,7,71,2,22,"74000
"
300,30030,2,6,65,2,22,"31500
"
521,52100,2,10,101,2,28,"129700
"
521,52100,2,11,115,1,13,"20000
"
300,30015,2,10,101,2,23,"60000
"
300,30015,2,10,101,2,22,"24000
"
300,30015,2,1,17,0,0,"9999999
"
516,51600,2,11,114,2,22,"156160
"
521,52100,2,11,114,2,22,"145000
"
521,52100,2,10,101,0,0,"0
"
260,26010,2,6,65,1,13,"6000
"
500,50000,2,11,114,2,25,"145600
"
500,50000,2,8,81,2,22,"40000
"
300,30015,2,8,81,1,13,"28500
"
465,46547,2,11,114,2,22,"90000
"
436,43600,2,0,2,2,27,"45000
"
521,52100,2,11,116,2,22,"121000
"
521,52100,2,10,101,2,22,"89700
"
521,52100,2,10,101,2,22,"30300
"
300,30025,2,5,50,2,22,"52000
"
300,30025,2,6,63,2,22,"35000
"
500,50040,2,10,101,2,22,"5000
"
300,30030,2,10,101,2,22,"38400
"
300,30030,2,0,2,1,13,"36500
"
300,30030,2,6,63,2,22,"24000
"
434,43400,2,6,65,2,22,"54000
"
600,60012,2,10,101,2,22,"39500
"
600,60012,2,10,101,2,22,"15000
"
465,46590,2,10,101,2,22,"67200
"
465,46530,2,8,81,2,22,"40000
"
210,21040,2,8,81,2,22,"37800
"
150,15000,1,7,71,2,22,"34000
"
300,30020,2,7,71,0,0,"0
"
300,30020,2,4,40,0,0,"5400
"
260,26060,2,10,101,2,28,"57500
"
260,26060,2,6,63,0,0,"45300
"
500,50040,2,11,116,0,0,"220000
"
500,50040,2,11,114,1,13,"35200
"
433,43300,2,6,63,0,0,"9000
"
500,50040,2,11,116,0,0,"20000
"
500,50040,2,11,114,2,22,"360000
"
500,50000,1,5,50,0,0,"0
"
521,52100,2,11,114,2,22,"80000
"
521,52100,2,10,101,2,22,"118000
"
521,52100,2,10,101,2,22,"10000
"
521,52100,2,10,101,2,22,"116000
"
521,52100,2,6,64,0,0,"10000
"
300,30030,2,6,63,2,22,"17000
"
260,26044,2,8,81,2,23,"800
"
299,29900,2,6,63,2,22,"1200
"
502,50200,2,10,101,0,0,"2000
"
502,50200,2,6,63,2,22,"1000
"
411,41100,2,6,63,0,0,"25000
"
436,43600,2,6,64,2,22,"80000
"
425,42500,1,10,101,1,14,"55000
"
260,26060,2,7,71,2,22,"20400
"
260,26060,2,11,114,0,0,"9800
"
521,52100,2,8,81,2,28,"27450
"
521,52100,2,10,101,2,22,"15050
"
515,51500,2,10,101,2,22,"125000
"
515,51500,2,10,101,0,0,"19000
"
515,51500,2,10,101,2,22,"0
"
455,45500,2,10,101,0,0,"8000
"
455,45500,2,8,81,2,22,"27200
"
454,45400,2,8,81,2,22,"20000
"
465,46510,1,8,81,2,22,"66200
"
521,52100,2,11,114,1,14,"90000
"
521,52100,2,10,101,2,22,"16000
"
453,45300,2,6,65,0,0,"24100
"
260,26010,2,6,65,2,22,"10000
"
500,50040,2,10,101,2,22,"100000
"
425,42500,2,10,101,2,22,"308000
"
502,50200,1,7,71,2,22,"68000
"
455,45500,2,10,101,1,13,"80000
"
542,54200,1,6,64,2,22,"15000
"
542,54200,1,7,71,2,23,"9000
"
542,54200,1,3,30,0,0,"0
"
455,45500,1,0,1,0,0,"9999999
"
260,26010,2,4,40,2,22,"53000
"
600,60012,2,11,115,2,22,"187600
"
600,60012,2,7,71,0,0,"16800
"
300,30025,2,8,81,2,22,"14400
"
300,30040,2,11,114,2,27,"60110
"
300,30040,2,6,65,2,28,"39000
"
300,30040,2,11,115,2,22,"0
"
455,45500,2,8,81,2,22,"2000
"
515,51500,2,7,71,1,13,"33800
"
515,51500,2,10,101,0,0,"12700
"
515,51500,2,11,115,0,0,"14400
"
465,46540,2,10,101,1,13,"120000
"
465,46510,2,10,101,1,14,"28000
"
414,41400,2,11,114,2,22,"151000
"
515,51500,2,10,101,2,22,"15000
"
521,52100,2,11,114,2,28,"105000
"
